,issue_area,question,submission_date,submitter_location,submitters,vote_count,question_
3437,Health,What are your plans to help fight the increase in drug rises? ,2016-10-07 10:16:00,OH,Jadyn B.,8,"your_plan help fight increase drug rise
"
3438,Civil Rights,How do you plan to address the discrimination of blacks by law enforcement?,2016-10-07 09:45:00,VA,Matt C.,8,"plan address discrimination black law_enforcement
"
3439,Economy & Jobs,What SPECIFICALLY will you do to help middle class American incomes improve?,2016-10-07 09:38:00,DC,Keith C.,8,"specifically help middle_class american income improve
"
3440,Civil Rights,"If Manning is being abused, how can you expected Snowden to be treated fairly?",2016-10-07 09:23:00,NY,Yarim M.,8,"manning abuse expect snowden treat fairly
"
3441,Foreign Policy & Military,Would you hold the NSA accountable for spying in congress and US citizens?,2016-10-07 09:19:00,NY,Yarim M.,8,"hold nsa accountable_for spy congress us_citizen
"
3442,Civil Rights,What will you do for trans individuals who are seeking to medically transition?,2016-10-07 09:13:00,NC,Dorian C.,8,"trans individual seek medically transition
"
3443,Education,what are your plans for college funding for the ones that can't afford it?,2016-10-07 09:07:00,SC,my first name m.,8,"your_plan college funding afford
"
3444,Taxes & Budget,How exactly would you go about legislating loopholes in the tax code? ,2016-10-07 07:54:00,SC,Ben D.,8,"exactly legislate loophole tax_code
"
3445,Government & Elections,"You have both proven dishonest, unlawful, and unpopular, how are you candidates?",2016-10-07 03:02:00,CO,Chris T.,8,"prove dishonest unlawful unpopular candidate
"
3446,Infrastructure & Technology,What are your plans to fight computer hacking internally and overseas?,2016-10-07 01:27:00,OH,Sheila  R.,8,"your_plan fight hack internally overseas
"
3447,Education,when and how will you get the parents back involved with the education of their ,2016-10-07 01:16:00,IN,robert B.,8,"parent involve education
"
3448,Foreign Policy & Military,Why do you think there is so mistrust towards The American Government ?,2016-10-07 12:24:00,TX,Toni O.,8,"think mistrust american government
"
3449,Foreign Policy & Military,Do you believe whistleblowers such as Edward Snowden to be traitors or heroes?,2016-10-07 00:43:00,CA,Edward C.,8,"believe whistleblower such_as edward_snowden traitor hero
"
3450,Foreign Policy & Military,What are your thoughts on Black Lives Matter's stance concerning Israel?,2016-10-06 23:17:00,NY,Marc T.,8,"your_thought_on black_live_matter 's stance concern israel
"
3451,Economy & Jobs,"Must we put so many illegals & refugees on govt aid, clearly we cant afford it?",2016-10-07 00:39:00,MO,Michael K.,8,"so_many illegals refugee govt aid clearly afford
"
3452,Society & Community,Exactly how will you enact reasonable gun control laws?,2016-10-07 00:37:00,MD,Buddy C.,8,"exactly enact reasonable gun_control_law
"
3453,Foreign Policy & Military,How will you work to build and improve relationships with African Nations?,2016-10-07 00:16:00,PA,Cole  W.,8,"work build improve relationship_with african nation
"
3454,Infrastructure & Technology,Would you lift the ban on SST travel where the sonic boom occurs over the ocean?,2016-10-07 00:08:00,NY,Stephan D.,8,"lift ban sst travel sonic boom occur ocean
"
3455,Government & Elections,How can and/or will you change the perception of government?,2016-10-06 23:51:00,IN,Lisa M.,8,"and/or change perception government
"
3456,Government & Elections,WHAT WILL YOU DO TO MAKE SURE THAT AMERICA HAS A FAIR SND BALANCED NEWS MEDIA.,2016-10-06 23:49:00,WI,paul o.,8,"make_sure_that america fair snd balanced news media.
"
3457,Education,Do teacher unions to improve education? Are unions still important generally?,2016-10-06 23:42:00,IL,Oscar N.,8,"teacher union improve education union important generally
"
3458,Foreign Policy & Military,What do you think about the Iran Deal? Why or why not will the deal last?,2016-10-06 21:56:00,WI,Neal W.,8,"think iran deal deal
"
3459,Environment,How will you protect Americans from natural disasters?,2016-10-06 21:26:00,OH,Mark D.,8,"protect americans natural disaster
"
3460,Society & Community,How would you ease the way to adopt a child  in  U.S. orphanages from all the $,2016-10-06 21:24:00,MI,Tina H.,8,"ease way adopt child u.s. orphanage $
"
3461,Civil Rights,Has demeaning rhetoric contributed to racial and ethnic tensions?,2016-10-06 21:11:00,CO,Alan R.,8,"demeaning rhetoric contribute racial ethnic tension
"
3462,Foreign Policy & Military,What is your plan regarding the war in Afghanistan?,2016-10-06 19:58:00,None,Georgia R.,8,"your_plan regard war afghanistan
"
3463,Education,Will you support charter schools,2016-10-06 19:54:00,WA,Marise S.,8,"support charter_school
"
3464,Economy & Jobs,What do you propose we do to support people as most jobs become automated?,2016-10-06 19:34:00,WA,Violette B.,8,"propose support people job automate
"
3465,Education,Should educational focus move away from the knowledge measurement trend?  ,2016-10-06 19:31:00,TN,Toni C.,8,"educational focus away_from knowledge measurement trend
"
3466,Society & Community,Would you support an added tax on ammunition to help the victums of gun violence,2016-10-06 19:16:00,MI,Rinerd S.,8,"support add tax ammunition help victums gun_violence
"
3467,Health,What is your stance on mental illness and the right to bare arms?,2016-10-06 18:51:00,KS,Joshua D.,8,"your_stance_on mental_illness right bare arm
"
3468,Health,What would be done for those who are disabled but are not recognized disabled.?,2016-10-06 18:37:00,GA,Victoria m.,8,"those_who disabled recognize disabled
"
3469,Economy & Jobs,What happens to transportation,2016-10-06 15:27:00,IL,Keith P.,8,"happen transportation
"
3470,Civil Rights,What will you do to insure that no child be threatened by racial injustice?,2016-10-06 17:59:00,MD,Adam R.,8,"insure_that child threaten racial injustice
"
3471,Government & Elections,Are young Americans infantilized by having no obligation to serve their country?,2016-10-06 17:54:00,NY,Deborah B.,8,"young americans infantilized obligation serve country
"
3472,Education,How will you as President make a sustainable yet effective education system?,2016-10-06 14:26:00,UT,Garret H.,8,"as_president sustainable effective education_system
"
3473,Economy & Jobs,How do you plan to keep people working while robots take their jobs?,2016-10-06 17:27:00,CA,Drenton B.,8,"plan people work robot job
"
3474,Foreign Policy & Military,Would you do anything differently in the Sinai Peninsula?,2016-10-06 16:04:00,OH,Tye T.,8,"differently sinai peninsula
"
3475,Government & Elections,"If you can, please explain how a bill becomes a low. ",2016-10-06 15:48:00,VA,Terri A.,8,"please_explain bill_become low
"
3476,Society & Community,What will your administration do to end poverty or the effects of poverty?,2016-10-06 15:30:00,CA,Carolina M.,8,"your_administration end poverty effect poverty
"
3477,Environment,How important is providing sound risk management programs to our farmers?,2016-10-06 14:07:00,NY,Danielle C.,8,"important provide sound risk management program farmer
"
3478,Society & Community,What legacy do you aspire to achieve as President of the United States?,2016-10-06 14:03:00,IL,Deborah B.,8,"legacy aspire achieve as_president united_states
"
3479,Government & Elections,What is the purpose of Government?,2016-10-06 13:49:00,ME,Gary C.,8,"purpose government
"
3480,Health,What is your specific plan for family leave? How will you implement? Who pays?,2016-10-06 13:39:00,MT,Sarah A.,8,"specific_plan family leave implement pay
"
3481,Foreign Policy & Military,Would you promote the continual warming of relations with Iran? (Why?),2016-10-06 13:39:00,MO,NM P.,8,"promote continual warming relation_with iran
"
3482,Government & Elections,The electoral college is supplanted by modernvoting Will you legally support it?,2016-10-06 05:46:00,MD,William B.,8,"electoral_college supplant modernvoting legally support
"
3483,Foreign Policy & Military,Should there be a more watchful eye on Syrian refugees? if yes how?  ,2016-10-06 12:22:00,NY,Jake C.,8,"watchful eye syrian_refugee if_yes
"
3484,Foreign Policy & Military,How would you handle an alien extraterrestrial encounter?,2016-10-06 01:19:00,NC,Theo W.,8,"handle alien extraterrestrial encounter
"
3485,Society & Community,What 3 questions on this site do candidates know are important and answer them. ,2016-10-06 11:59:00,WA,Shelly L.,8,"3 question site candidate know important answer
"
3486,Foreign Policy & Military,Can you assure voters that you would be responsible with your use of drones?,2016-10-06 11:57:00,OH,Logan B.,8,"assure voter responsible use drone
"
3487,Government & Elections,Name a power the president does not have?,2016-10-06 11:08:00,WI,elizabeth b.,8,"power president
"
3488,Society & Community,"America is increasingly divided, if you won how would you go about bridging that",2016-10-06 10:59:00,MA,Lukas H.,8,"america increasingly divide win bridge
"
3489,Economy & Jobs,How will you lift up Americans living in poverty and improve there skill set?,2016-10-06 10:32:00,TX,Cheryl B.,8,"lift americans live poverty improve skill set
"
3490,Society & Community,Is it ok to be disrespectful and then say you are just being anti-PC?,2016-10-06 10:12:00,NC,Todd G.,8,"it_ok disrespectful anti pc
"
3491,Foreign Policy & Military,Will the Obama Iran agreement prevent Iran from having nuclear weapons?,2016-10-06 09:54:00,CA,Vincent G.,8,"obama iran agreement prevent iran nuclear_weapon
"
3492,Environment,The Earth is over 4 billion years old. Hasn't there always been climate change?,2016-10-06 08:57:00,IA,Dan S.,8,"earth 4 billion year_old climate_change
"
3493,Society & Community,Why do all politicians label Americans based on their origins? ,2016-10-06 08:37:00,OH,Narayan  B.,8,"politician label americans base_on origin
"
3494,Government & Elections,Will you prosecute one who illegally transmits class. data on unauth'd IS? ,2016-10-06 07:33:00,VA,Jesse D.,8,"prosecute illegally transmit class data unauth'd
"
3495,Taxes & Budget,Should refundable tax credits be eliminated if it exceeds funds paid in ?   ,2016-10-06 05:21:00,CO,Julia G.,8,"refundable tax_credit eliminate exceed fund pay
"
3496,Infrastructure & Technology,Will you support changes to nuclear fuel cycle and promote energy competition?,2016-10-06 01:13:00,CA,JEREMIAH B.,8,"support change nuclear fuel cycle promote energy competition
"
3497,Government & Elections,What role should the press play in maintaining transparency within government?,2016-10-06 00:41:00,NY,Brett Z.,8,"role press play_in maintain transparency government
"
3498,Foreign Policy & Military,How will you deal with disputed territorial ownership ofresources in the Arctic.,2016-10-05 18:13:00,None,John M.,8,"deal_with dispute territorial ownership ofresources arctic
"
3499,Foreign Policy & Military,What is your policy towards Afghanistan?,2016-10-05 23:33:00,TN,Shahbaz R.,8,"your_policy afghanistan
"
3500,Education,Discuss several lesser known but important nations (moderator choice at debate).,2016-10-05 23:18:00,CA,Todd H.,8,"discuss know important nation moderator choice debate
"
3501,Taxes & Budget,"What will you do to investigate and prosecute waste,fraud and abuse in the USG? ",2016-10-05 23:04:00,CT,S R.,8,"investigate prosecute waste fraud abuse usg
"
3502,Civil Rights,Would you ever suspend the Constitution?,2016-10-05 22:18:00,WA,Mark G.,8,"suspend constitution
"
3503,Government & Elections,Are the votes already rigged?,2016-10-05 21:49:00,FL,Leah C.,8,"vote rig
"
3504,Health,How do you plan on fixing the disaster of Obahma Care.,2016-10-05 20:56:00,MO,Michelle S.,8,"plan fix disaster obahma care
"
3505,Government & Elections,Why do you truly want to be President? ,2016-10-05 20:41:00,PA,Marci R.,8,"truly want president
"
3506,Society & Community,Why poverty is not eliminated even when thousands of foundations are trying?,2016-10-05 20:39:00,TX,dhanesh b.,8,"poverty eliminate thousand_of foundation try
"
3507,Health,What will you do to help push nurse practitioners to independent practice?,2016-10-05 20:34:00,KS,Lori B.,8,"help push nurse practitioner independent practice
"
3508,Government & Elections,Name any policy implemented by your party's most recent POTUS you disagree with.,2016-10-06 00:16:00,GA,Matt A.,8,"policy implement your_party 's recent potus disagree_with
"
3509,Foreign Policy & Military,What nations do you consider to be an enemy of the United States of America?,2016-10-05 19:28:00,TX,Jacque Y.,8,"nation consider enemy united_states america
"
3510,Government & Elections,What is one thing you admire about your opponent ?,2016-10-05 19:21:00,SC,phillip g.,8,"one_thing admire about_your_opponent
"
